Start Date,End Date,VIN,Repair Description,Repair Cost,Repair Status,Vendor Name,Vendor Phone,Vendor Street Address,Vendor City,Vendor State,Vendor ZIP,Recall NTHSA,Recall Description,Manufacturer,
6/12/2019,6/15/2019,SZAJTDBI6IL561669,replace radiator core & ac condenser; refurbish power steering; ,40.43,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,19V148000,FCA US LLC (Alfa Romeo) is recalling certain 2018-2019 Alfa Romeo Stelvio and 2017-2019 Giulia v,Alfa,544
6/12/2019,6/13/2019,KSC5NS2WX0Q021711,replace fuel filter; replace steering column lock; ,58.47,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,545
6/13/2019,6/20/2019,3KYD25BMOB3101135,replace tail lights; ,130.82,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,546
6/13/2019,6/13/2019,7T0CI3XEYJA004139,fix a-pillar; ,52.08,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,547
6/13/2019,6/14/2019,G33VJW8N2FY389186,replace catalytic converter; replace brake pedal spring; ,18.45,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,17V457000, Mazda North America Operations (Mazda) is recalling certain 2012 CX-7  CX-9 and Mazda6 vehicles,MAZDA,548
6/13/2019,6/17/2019,30KBYEYBKH5669910,replace tail lights; ,45.85,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,549
6/13/2019,7/5/2019,OUIFCWSPPHR650293,reduce blind spot; replace stabilizer bar; ,435.69,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,550
6/13/2019,6/13/2019,SROKG0OMKKQ394333,replace crankcase ventilation filter; adjust adaptive cruise control; ,62.48,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,551
6/13/2019,6/17/2019,8BPZY476GS8852305,install curtain airbags; ,169.13,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,552
6/14/2019,6/15/2019,1J1RMS1AO48718511,configure audio remote control; correct abs; ,14.42,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,14V422000, BMW of North America  LLC (BMW) is recalling a certain model year BMW i3 vehicle manufactured M,MINI,553
6/14/2019,6/22/2019,LEWHC17RSR2225266,attach spoiler; change brake linings; ,91.26,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,554
6/14/2019,6/17/2019,JB6TJOH3G13545501,replace crankcase ventilation filter; change brake linings; ,63.93,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,555
6/14/2019,6/15/2019,1NVXI5JXG3Q330243,adjust block heater; attach spoiler; ,114.87,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,556
6/14/2019,6/14/2019,7T0CI3XEYJA004139,install roof spoiler; attach seat extension; ,52.08,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,557
6/15/2019,6/16/2019,0XJA8OD4GS2220202,attach spoiler; replace radiator hoses; ,34.84,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,558
6/15/2019,6/17/2019,SWME2EZ3HDD006687,configure universal remote control; configure universal remote control; ,73.3,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,559
6/15/2019,6/15/2019,7T0CI3XEYJA004139,adjust seat belts tension; adjust turn signals; ,52.08,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,18V231000, Chrysler (FCA US LLC) is recalling certain 2018 Jeep Wrangler vehicles.  The rear under body la,Jeep,560
6/15/2019,6/15/2019,1MF8O5K3V5X143850,replace tail lights; replace steering column lock; ,30.71,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,561
6/15/2019,7/3/2019,WMXOWCZE1MO140134,upgrade navigation system; reduce fuel consumption; ,527.97,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,562
6/15/2019,7/16/2019,ZDIFPMGLJRT329921,fix nvh dampening system; change speaker configuration; ,984.27,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,563
6/15/2019,6/18/2019,K6NPKFWC2DG818634,improve engine performance; adjust climate control; ,100.45,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,564
6/15/2019,6/19/2019,G33VJW8N2FY389186,upgrade navigation system; set up auto-delay headlights; ,36.91,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,16V354000, Mazda North American Operations (Mazda) is recalling certain model year 2004-2011 RX-8  2004-20,MAZDA,565
6/16/2019,6/17/2019,C0VHQRA5CIO857811,install turbocharger; change oil filter; ,77.21,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,566
6/16/2019,6/16/2019,YB3M3MZEQ1J275307,attach exterior camera; ,35.58,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,15V157000, General Motors LLC (GM) is recalling certain model year 2015 Chevrolet Colorado vehicles manufa,GMC,567
6/16/2019,6/17/2019,SZAJTDBI6IL561669,adjust traction control system; install parking sensors; ,80.87,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,568
6/16/2019,6/16/2019,6KSCMBLK5DZ055754,install intelligent alternator; install separate rear audio; ,24.15,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,569
6/16/2019,6/26/2019,7F3L3GAY4BB268957,adjust regenerative braking; replace liftgate window; ,162.61,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,13V259000, Isuzu Manufacturing Services of America  Inc. (Isuzu) is recalling certain model year 2001-2013,GMC,570
6/16/2019,6/16/2019,7T0CI3XEYJA004139,change steering rack; adjust ignition timing; ,52.08,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,571
6/17/2019,6/19/2019,7T0CI3XEYJA004139,change memory settings of the onboard computer; ,52.08,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,13V175000, Chrysler Group LLC (Chrysler) is recalling certain model year 2005-2010 Jeep Grand Cherokee veh,Jeep,572
6/17/2019,6/17/2019,YB3M3MZEQ1J275307,install anti-theft alarm; fix sunroof; ,35.58,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,573
6/17/2019,6/19/2019,1NVXI5JXG3Q330243,adjust turn signals; adjust turn signals; ,229.74,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V842000, Hyundai Motor America (Hyundai) is recalling certain model year 2016-2017 Tucson vehicles manuf,Hyundai,574
6/18/2019,6/18/2019,FZ1HFZ585WR955503,replace diverter valve; change timing belt; ,85.1,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,575
6/18/2019,6/19/2019,30KBYEYBKH5669910,change timing belt; fix steering damper; ,15.28,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,576
6/18/2019,6/21/2019,SROKG0OMKKQ394333,set up auto-delay headlights; replace radiator core & ac condenser; ,249.91,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,02V253000, ON CERTAIN SPORT UTILITY VEHICLES EQUIPPED WITH REARWARD FOLDING HEAD RESTRAINTS ON THE SECOND ,Chevrolet,577
6/18/2019,6/20/2019,1J1RMS1AO48718511,change air conditioner refrigerant; replace liftgate window; ,43.27,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,578
6/18/2019,6/19/2019,C0VHQRA5CIO857811,remove oversteer; change speaker configuration; ,77.21,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,579
6/18/2019,6/18/2019,0OZ6776OUA0065975,reduce fuel consumption; adjust ignition timing; ,49.36,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,580
6/18/2019,7/2/2019,CHA3G8GE21K992177,attach exterior camera; fix external temperature display; ,611.67,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,581
6/18/2019,6/26/2019,5U2302GFYRL619555,add heated windshield; fix broken tow hooks; ,169.56,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,13V489000, Hyundai is recalling certain model year 2009-2012 Genesis vehicles manufactured April 30  2008 ,Hyundai,582
6/18/2019,6/24/2019,AFTWPBMU2TA534019,fix ventilated seats; replace tail lights; ,150.86,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,583
6/18/2019,6/18/2019,JB6TJOH3G13545501,fix deceleration system; reduce blind spot; ,63.93,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,584
6/18/2019,6/18/2019,YB3M3MZEQ1J275307,replace water pump; make polarization coating; ,35.58,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,13V147000, Explorer Van Company  Inc. is recalling certain model year 2013 Explorer and Explorer Limited S,GMC,585
6/18/2019,6/19/2019,SZAJTDBI6IL561669,change brake linings; ,80.87,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,586
6/19/2019,6/27/2019,66BVP1UV1VM384215,fix air filter restriction indicator; ,79.8,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,587
6/19/2019,6/20/2019,IHCVQSL87UO415387,change purge valve; attach exterior camera; ,59.79,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,588
6/19/2019,7/12/2019,0XJA8OD4GS2220202,install intelligent alternator; remove oversteer; ,330.98,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,589
6/19/2019,6/21/2019,JVT2Q6U7HLH559100,fix solar sunroof; replace brake pedal spring; ,30.76,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,07V220000, CERTAIN FIFTH WHEEL TRAILERS EQUIPPED WITH A TWO-DOOR REFRIGERATOR  MANUFACTURED BY THE DOMETIC,Alfa,590
6/19/2019,6/20/2019,YB3M3MZEQ1J275307,install roof spoiler; replace liftgate window; ,71.16,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,591
6/19/2019,6/19/2019,0OZ6776OUA0065975,install roof spoiler; configure audio remote control; ,49.36,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,592
6/19/2019,6/23/2019,5I71MA5PSO0445780,install on-board diagnosis system; install on-board diagnosis system; ,159.04,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,593
6/20/2019,6/20/2019,6PSJQWZYS2J443879,adjust hybrid performance; change purge valve; ,133,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,594
6/20/2019,6/20/2019,JB6TJOH3G13545501,change brake linings; adjust turn signals; ,63.93,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,595
6/20/2019,6/21/2019,7T0CI3XEYJA004139,attach exterior camera; ,104.15,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,596
6/20/2019,6/25/2019,Z8UDI7LAGS7164830,adjust block heater; replace timing belt tensioner; ,48.84,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,597
6/20/2019,6/20/2019,K6NPKFWC2DG818634,repair cooled seats; install dusk-sensing headlights; ,25.11,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,598
6/20/2019,6/24/2019,NQC3ODNRG8W618383,replace brake pedal spring; change timing belt; ,56.38,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,599
6/21/2019,7/6/2019,05AJ273ZM02946325,install anti-theft alarm; adjust climate control; ,114.05,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,600
6/21/2019,6/22/2019,1J1RMS1AO48718511,change brake linings; add knee airbags; ,28.85,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,07V533000, CERTAIN CONVERTIBLE VEHICLES FAIL TO CONFORM TO THE REQUIREMENTS OF FEDERAL MOTOR VEHICLE SAFET,MINI,601
6/21/2019,6/21/2019,YB3M3MZEQ1J275307,change speaker configuration; install smoked glass; ,35.58,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,602
6/21/2019,6/22/2019,6PSJQWZYS2J443879,change coolant; ,133,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,603
6/21/2019,6/25/2019,WSHBRYQYDCI202435,fix sunroof; prevent fuel pump shutoff; ,281.37,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,604
6/21/2019,6/22/2019,YR8K00OE58G720472,replace brake pedal spring; repair seatbelt force limiters; ,86.47,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,605
6/22/2019,6/25/2019,E8MFMML51CM701156,change wheel cylinders; refurbish power steering; ,34.04,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,606
6/22/2019,6/22/2019,7T0CI3XEYJA004139,adjust adaptive cruise control; improve engine performance; ,52.08,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V907000, Chrysler (FCA US LLC) is recalling certain model year 2016 Dodge Journey  Jeep Compass  and Jee,Jeep,607
6/23/2019,6/23/2019,F6TVSMY2L2Z886673,fix rear defroster; ,33.17,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,608
6/23/2019,7/10/2019,C4QIGI5R0PE739600,upgrade navigation system; reduce carbon footprint; ,129.78,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,609
6/23/2019,6/23/2019,YR8K00OE58G720472,change speaker configuration; replace serpentine belt; ,43.24,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,610
6/23/2019,6/23/2019,SZAJTDBI6IL561669,replace diverter valve; check drive axle boots; ,40.43,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,611
6/23/2019,6/23/2019,7T0CI3XEYJA004139,adjust adaptive cruise control; change timing belt; ,52.08,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,13V289000, Chrysler is recalling certain model year 2014  non-SRT trimmed  Grand Cherokee vehicles manufac,Jeep,612
6/23/2019,7/10/2019,IOCT8QVK86C997015,replace radiator core & ac condenser; change oil filter; ,659.5,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,613
6/23/2019,7/1/2019,ZS1M7DGNG0B708125,reconfigure service reminder light; change pcv filter/pcv valve; ,203.85,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,614
6/23/2019,6/24/2019,M6J2KWLLUKW587077,fix a-pillar; repair seatbelt force limiters; ,90.54,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,13V113000, Hyundai Motor Company (Hyundai) is recalling certain model year 2006-2009 Accent  model year 20,Hyundai,615
6/24/2019,6/25/2019,K6NPKFWC2DG818634,attach exterior camera; adjust turn signals; ,25.11,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,616
6/24/2019,7/13/2019,A1NW00GFYRY803793,replace radiator core & ac condenser; change oil filter; ,12.89,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,617
6/24/2019,6/27/2019,SZAJTDBI6IL561669,install separate rear audio; install optional equipment; ,121.3,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,618
6/24/2019,7/3/2019,Z4SH0SHZI01062444,add knee airbags; reconfigure service reminder light; ,161.16,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,619
6/25/2019,6/25/2019,3VWJ7G74MRP551283,replace water pump; change pcv filter/pcv valve; ,11.12,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,620
6/25/2019,6/25/2019,YR8K00OE58G720472,adjust low fuel warning indicator; adjust traction control system; ,43.24,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,621
6/25/2019,6/28/2019,P7UUVOVKPTD080947,configure audio remote control; change timing belt; ,19.23,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,622
6/25/2019,6/30/2019,U3HSV2KCE0Y319532,attach seat extension; install optional equipment; ,243.98,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,623
6/25/2019,6/25/2019,F6TVSMY2L2Z886673,adjust block heater; ,33.17,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,624
6/25/2019,6/26/2019,SJV51DZQ416158315,configure audio remote control; adjust low fuel warning indicator; ,83.96,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,625
6/25/2019,6/25/2019,1J1RMS1AO48718511,attach seat extension; install optional equipment; ,14.42,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,626
6/25/2019,7/1/2019,3KYD25BMOB3101135,change air conditioner refrigerant; set up satellite radio; ,261.63,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,627
6/26/2019,6/26/2019,3S8JO5UMV1Y166789,install dusk-sensing headlights; adjust accelerator pedal linkage; ,16.97,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,18V576000, General Motors LLC (GM) is recalling certain 2018-2019 Chevrolet Equinox  Impala  Cruze  Volt a,Chevrolet,628
6/26/2019,7/11/2019,SGEAZM7OHRE981138,configure audio remote control; replace steering column lock; ,148.28,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,18V082000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain 2006-2013 Audi A3  2007-200,Audi,629
6/26/2019,6/26/2019,KG6S1KYGKY7383089,adjust ignition timing; install smoked glass; ,47.87,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,630
6/26/2019,6/26/2019,F6TVSMY2L2Z886673,fix rear defroster; change suspension fluid; ,33.17,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,631
6/26/2019,6/26/2019,0KQT4QWDSFO183874,improve cylinder configuration; fix solar sunroof; ,46.83,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,16V812000, Hyundai Translead is recalling certain model year 2012-2013 HT Hycube  HT Composite-XT  HT Orig,Hyundai,632
6/27/2019,6/29/2019,PHTKITC5C1H921363,adjust turn signals; reduce fuel consumption; ,22.05,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,19V006000, Ferrari North America (Ferrari) is recalling certain 2014 Ferrari California  2014-2015 Ferrari,Ferrari,633
6/27/2019,6/27/2019,LEWHC17RSR2225266,repair seatbelt force limiters; configure audio remote control; ,11.41,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,634
6/27/2019,6/27/2019,YR8K00OE58G720472,change speaker configuration; replace ace filter; ,43.24,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,635
6/28/2019,7/5/2019,GC225MTL5DF831250,fix deceleration system; fix cylinder head bolts; ,210.49,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,636
6/28/2019,7/11/2019,7Y1EAHONCCS732936,adjust seat belts tension; repair seatbelt force limiters; ,715.34,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,637
6/28/2019,6/28/2019,R56SEOUUT0R265399,adjust adaptive cruise control; replace tail lights; ,26.47,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,638
6/29/2019,7/18/2019,ASBUY3C1GYP443816,fix air filter restriction indicator; fix steering damper; ,2091.25,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,639
6/29/2019,7/14/2019,E8MFMML51CM701156,install active pedestrian protection system; install separate rear audio; ,204.25,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,16V303000, Chrysler (FCA US LLC) is recalling certain model year 2013-2016 Fiat 500e vehicles manufactured,FIAT,640
6/29/2019,6/29/2019,TD5OFRN1LC8601752,replace brake pedal spring; change brake linings; ,31.81,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,641
6/29/2019,7/3/2019,41AHCTXZIUN699904,adjust ignition timing; change steering rack; ,16.88,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,642
6/29/2019,7/16/2019,0XHRC15HS5V123753,change pcv filter/pcv valve; fix rear defroster; ,118.41,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,643
6/30/2019,7/4/2019,3S8JO5UMV1Y166789,fix rear defroster; ,33.94,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,644
6/30/2019,7/2/2019,LN7ZMWGACVJ434473,change timing belt; ,44.9,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,08V344000,KNAPHEIDE IS RECALLING 108 MY 2006-2008 PRO SERIES TRUCK BEDS EQUIPPED WITH AN ICC BUMPER WHICH ,GMC,645
7/1/2019,7/1/2019,MYX14D30CZI581341,fix cylinder head bolts; install smoked glass; ,34.77,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,646
7/3/2019,7/10/2019,5U2302GFYRL619555,install vanity mirrors; install optional equipment; ,169.56,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,15V629000, Hyundai Motor America (Hyundai) is recalling certain model year 2011 Elantra vehicles manufactu,Hyundai,647
7/3/2019,7/18/2019,AZCPHC4R1RY522608,replace fuel filter; fix cylinder head bolts; ,54.27,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,648
7/5/2019,7/27/2019,3S8JO5UMV1Y166789,replace catalytic converter; install dusk-sensing headlights; ,356.39,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,649
7/5/2019,7/30/2019,2CEDOZQS3WI014174,change speaker configuration; replace brake pedal spring; ,1352.4,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,650
7/6/2019,7/29/2019,WSHBRYQYDCI202435,adjust ignition timing; add knee airbags; ,1617.89,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,16V641000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain model year 2017 Audi Q7 veh,Audi,651
7/6/2019,7/12/2019,MYX14D30CZI581341,check drive axle boots; ,173.83,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,652
7/6/2019,7/10/2019,Z4SH0SHZI01062444,adjust adaptive cruise control; ,32.23,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,18V031000, Tesla  Inc. (Tesla) is recalling all 2013 Model S vehicles equipped with certain air bag inflat,Tesla,653
7/7/2019,7/21/2019,OUIFCWSPPHR650293,adjust accelerator pedal linkage; change suspension fluid; ,333.18,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,654
7/8/2019,8/8/2019,B3V53WEVPX7253102,adjust low fuel warning indicator; replace water pump; ,882.42,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,655
7/8/2019,7/8/2019,AN86IKI83LD618280,refurbish power steering; add heated windshield; ,37.77,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,656
7/8/2019,7/14/2019,GB5EB3AIUD0242483,attach exterior camera; replace radiator core & ac condenser; ,126.7,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,657
7/9/2019,7/14/2019,8C76DYYDYJU989849,fix rear hvac; reconfigure service reminder light; ,289.35,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,658
7/9/2019,7/11/2019,PHTKITC5C1H921363,install roof spoiler; reduce blind spot; ,44.1,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,659
7/10/2019,7/10/2019,FWOYW8SJUH7074597,install on-board diagnosis system; adjust running boards; ,16.29,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,09V024000, DAIMLER TRUCKS IS RECALLING 14181 MY 2007-2009 FREIGHTLINER CASCADIA TRUCKS EQUIPPED WITH CAB S,Freightliner,660
7/11/2019,7/13/2019,Z4SH0SHZI01062444,install vanity mirrors; check drive axle boots; ,32.23,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,661
7/11/2019,7/12/2019,C4QIGI5R0PE739600,change coolant; fix broken tow hooks; ,21.63,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,662
7/11/2019,7/11/2019,3KYD25BMOB3101135,install smoked glass; replace tail lights; ,43.61,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,663
7/11/2019,7/20/2019,66BVP1UV1VM384215,replace tail lights; fix rear defroster; ,79.8,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,664
7/12/2019,8/7/2019,41AHCTXZIUN699904,change air conditioner refrigerant; install intelligent alternator; ,455.65,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,10V449000, ASTON MARTIN IS RECALLING CERTAIN MODEL YEAR 2007-2008 DB9 COUPE  DB9 VOLANTE  V8 VANTAGE COUPE,Aston,665
7/12/2019,8/5/2019,SGEAZM7OHRE981138,fix air filter restriction indicator; ,118.63,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,666
7/12/2019,7/14/2019,ZS1M7DGNG0B708125,replace crankcase ventilation filter; replace serpentine belt; ,122.31,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,667
7/14/2019,7/17/2019,LN7ZMWGACVJ434473,prevent fuel pump shutoff; set up auto-delay headlights; ,44.9,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,668
7/15/2019,8/3/2019,SJV51DZQ416158315,install active pedestrian protection system; replace catalytic converter; ,167.91,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,669
7/15/2019,7/30/2019,IOCT8QVK86C997015,replace radiator hoses; ,94.21,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,670
7/17/2019,7/20/2019,5U2302GFYRL619555,refurbish power steering; replace catalytic converter; ,56.52,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,671
7/17/2019,7/25/2019,8C76DYYDYJU989849,replace timing belt tensioner; adjust traction control system; ,347.22,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,16V256000, General Motors LLC (GM) is recalling certain model year 2016-2017 Chevrolet Silverado 1500 and ,Cadillac,672
7/17/2019,8/13/2019,PHTKITC5C1H921363,change steering rack; ,573.26,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,673
7/18/2019,7/26/2019,27J2LRAE38R945176,check drive axle boots; adjust accelerator pedal linkage; ,98.71,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,16V651000, General Motors LLC (GM) is recalling certain model year 2015-2017 Chevrolet Silverado 2500 HD  ,Buick,674
7/18/2019,9/16/2019,58SXUC0BZIA446980,fix cylinder head bolts; replace brake pedal spring; ,238.37,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,11V395000, HONDA IS RECALLING CERTAIN MODEL YEAR 2005-2010 ACCORD  2007-2010 CR-V  AND 2005-2008 ELEMENT P,Honda,675
7/18/2019,7/22/2019,CHA3G8GE21K992177,refurbish power steering; change timing belt; ,305.83,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,14V261000, General Motors is recalling certain model year 2004-2008 Chevrolet Aveo vehicles equipped with ,Chevrolet,676
7/18/2019,7/24/2019,8FX05ZAH64B316440,adjust reverse tilt mirrors; adjust climate control; ,45.27,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,677
7/19/2019,8/6/2019,1WU1KQALZ75403546,repair shiftable automatic transmission; refurbish power steering; ,43.28,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,678
7/19/2019,7/31/2019,XG2F8AZ3DKK768039,change wheel cylinders; correct abs; ,35.01,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,13V114000, Kia Motors Corporation (Kia) is recalling certain model year 2007-2010 Rondo  model year 2007-2,Kia,679
7/20/2019,7/25/2019,P7UUVOVKPTD080947,attach spoiler; ,57.68,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,680
